SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Fri Jul 01 17:18:05 CST 2016
User: lahernandez
Dark Spectrum Present: Yes
Reference Spectrum Present: Yes
Number of Sampled Component Spectra: 1
Spectrometers: MAYP112250
Integration Time (usec): 100000 (MAYP112250)
Spectra Averaged: 10 (MAYP112250)
Boxcar Smoothing: 0 (MAYP112250)
Correct for Electrical Dark: No (MAYP112250)
Strobe/Lamp Enabled: No (MAYP112250)
Correct for Detector Non-linearity: No (MAYP112250)
Correct for Stray Light: No (MAYP112250)
Number of Pixels in Processed Spectrum: 2068
>>>>>Begin Processed Spectral Data<<<<<
189.52	-0.000
189.64	-1.342
189.76	-0.954
189.87	-0.412
189.99	-0.215
190.11	0.545
190.23	1.066
190.34	1.283
190.46	1.307
190.58	1.268
190.70	1.329
190.81	1.253
190.93	1.328
191.05	1.341
191.17	1.361
191.28	1.399
191.40	1.294
191.52	1.234
191.64	1.325
191.75	1.395
191.87	1.384
191.99	1.261
192.11	1.353
192.22	1.339
192.34	1.261
192.46	1.350
192.58	1.270
192.69	1.294
192.81	1.447
192.93	1.319
193.04	1.371
193.16	1.289
193.28	1.285
193.40	1.287
193.51	1.326
193.63	1.374
193.75	1.362
193.87	1.323
193.98	1.338
194.10	1.288
194.22	1.360
194.34	1.332
194.45	1.318
194.57	1.273
194.69	1.287
194.80	1.281
194.92	1.312
195.04	1.402
195.16	1.240
195.27	1.322
195.39	1.301
195.51	1.294
195.62	1.334
195.74	1.319
195.86	1.308
195.98	1.313
196.09	1.259
196.21	1.298
196.33	1.254
196.44	1.315
196.56	1.251
196.68	1.252
196.80	1.241
196.91	1.293
197.03	1.277
197.15	1.261
197.26	1.275
197.38	1.208
197.50	1.259
197.62	1.244
197.73	1.269
197.85	1.227
197.97	1.251
198.08	1.248
198.20	1.203
198.32	1.194
198.43	1.240
198.55	1.224
198.67	1.226
198.79	1.202
198.90	1.222
199.02	1.222
199.14	1.199
199.25	1.214
199.37	1.179
199.49	1.151
199.60	1.182
199.72	1.164
199.84	1.217
199.95	1.207
200.07	1.190
200.19	1.177
200.30	1.151
200.42	1.162
200.54	1.155
200.65	1.170
200.77	1.181
200.89	1.117
201.01	1.118
201.12	1.141
201.24	1.149
201.36	1.123
201.47	1.139
201.59	1.134
201.71	1.132
201.82	1.119
201.94	1.105
202.06	1.158
202.17	1.137
202.29	1.121
202.41	1.097
202.52	1.115
202.64	1.098
202.76	1.098
202.87	1.126
202.99	1.097
203.11	1.078
203.22	1.116
203.34	1.080
203.46	1.077
203.57	1.074
203.69	1.095
203.81	1.078
203.92	1.074
204.04	1.058
204.16	1.069
204.27	1.046
204.39	1.061
204.50	1.040
204.62	1.051
204.74	1.032
204.85	1.052
204.97	1.023
205.09	1.033
205.20	1.027
205.32	1.017
205.44	1.034
205.55	1.005
205.67	1.023
205.79	1.033
205.90	1.013
206.02	1.035
206.14	1.039
206.25	1.020
206.37	1.002
206.48	1.009
206.60	0.994
206.72	1.013
206.83	0.988
206.95	0.985
207.07	0.978
207.18	0.972
207.30	0.976
207.42	0.962
207.53	0.967
207.65	0.956
207.76	0.964
207.88	0.950
208.00	0.973
208.11	0.954
208.23	0.937
208.35	0.948
208.46	0.926
208.58	0.931
208.69	0.922
208.81	0.926
208.93	0.923
209.04	0.924
209.16	0.904
209.27	0.903
209.39	0.897
209.51	0.911
209.62	0.905
209.74	0.877
209.86	0.884
209.97	0.871
210.09	0.883
210.20	0.859
210.32	0.869
210.44	0.861
210.55	0.851
210.67	0.852
210.78	0.844
210.90	0.837
211.02	0.846
211.13	0.846
211.25	0.826
211.36	0.828
211.48	0.815
211.60	0.817
211.71	0.818
211.83	0.803
211.94	0.809
212.06	0.798
212.18	0.790
212.29	0.786
212.41	0.783
212.52	0.778
212.64	0.783
212.76	0.773
212.87	0.765
212.99	0.749
213.10	0.745
213.22	0.751
213.34	0.744
213.45	0.742
213.57	0.728
213.68	0.728
213.80	0.735
213.91	0.714
214.03	0.715
214.15	0.702
214.26	0.706
214.38	0.698
214.49	0.694
214.61	0.687
214.73	0.682
214.84	0.684
214.96	0.668
215.07	0.671
215.19	0.666
215.30	0.654
215.42	0.648
215.54	0.647
215.65	0.644
215.77	0.639
