SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Fri Jul 01 17:25:30 CST 2016
User: lahernandez
Dark Spectrum Present: Yes
Reference Spectrum Present: Yes
Number of Sampled Component Spectra: 1
Spectrometers: MAYP112250
Integration Time (usec): 100000 (MAYP112250)
Spectra Averaged: 10 (MAYP112250)
Boxcar Smoothing: 0 (MAYP112250)
Correct for Electrical Dark: No (MAYP112250)
Strobe/Lamp Enabled: No (MAYP112250)
Correct for Detector Non-linearity: No (MAYP112250)
Correct for Stray Light: No (MAYP112250)
Number of Pixels in Processed Spectrum: 2068
>>>>>Begin Processed Spectral Data<<<<<
189.52	-0.000
189.64	-1.398
189.76	-0.943
189.87	-0.431
189.99	-0.237
190.11	0.494
190.23	0.975
190.34	1.111
190.46	1.138
190.58	1.114
190.70	1.139
190.81	1.077
190.93	1.113
191.05	1.143
191.17	1.109
191.28	1.159
191.40	1.099
191.52	1.017
191.64	1.064
191.75	1.091
191.87	1.105
191.99	1.000
192.11	1.061
192.22	1.037
192.34	0.978
192.46	1.035
192.58	0.999
192.69	0.999
192.81	1.061
192.93	1.001
193.04	1.021
193.16	0.986
193.28	0.966
193.40	0.950
193.51	0.957
193.63	0.969
193.75	0.980
193.87	0.938
193.98	0.935
194.10	0.922
194.22	0.948
194.34	0.930
194.45	0.935
194.57	0.908
194.69	0.909
194.80	0.890
194.92	0.903
195.04	0.938
195.16	0.873
195.27	0.904
195.39	0.888
195.51	0.879
195.62	0.895
195.74	0.890
195.86	0.872
195.98	0.880
196.09	0.860
196.21	0.860
196.33	0.851
196.44	0.861
196.56	0.859
196.68	0.851
196.80	0.835
196.91	0.855
197.03	0.848
197.15	0.848
197.26	0.836
197.38	0.815
197.50	0.833
197.62	0.829
197.73	0.835
197.85	0.831
197.97	0.828
198.08	0.822
198.20	0.815
198.32	0.807
198.43	0.811
198.55	0.814
198.67	0.823
198.79	0.811
198.90	0.796
199.02	0.821
199.14	0.809
199.25	0.804
199.37	0.798
199.49	0.787
199.60	0.798
199.72	0.797
199.84	0.808
199.95	0.804
200.07	0.792
200.19	0.792
200.30	0.785
200.42	0.793
200.54	0.790
200.65	0.790
200.77	0.788
200.89	0.763
201.01	0.770
201.12	0.788
201.24	0.781
201.36	0.771
201.47	0.777
201.59	0.771
201.71	0.760
201.82	0.766
201.94	0.757
202.06	0.771
202.17	0.764
202.29	0.768
202.41	0.757
202.52	0.761
202.64	0.757
202.76	0.752
202.87	0.758
202.99	0.753
203.11	0.741
203.22	0.757
203.34	0.750
203.46	0.737
203.57	0.738
203.69	0.739
203.81	0.738
203.92	0.738
204.04	0.724
204.16	0.741
204.27	0.723
204.39	0.733
204.50	0.729
204.62	0.724
204.74	0.727
204.85	0.726
204.97	0.710
205.09	0.706
205.20	0.713
205.32	0.706
205.44	0.706
205.55	0.703
205.67	0.708
205.79	0.703
205.90	0.702
206.02	0.703
206.14	0.710
206.25	0.695
206.37	0.685
206.48	0.687
206.60	0.689
206.72	0.686
206.83	0.686
206.95	0.677
207.07	0.671
207.18	0.663
207.30	0.671
207.42	0.661
207.53	0.664
207.65	0.657
207.76	0.666
207.88	0.657
208.00	0.659
208.11	0.655
208.23	0.642
208.35	0.650
208.46	0.638
208.58	0.638
208.69	0.635
208.81	0.634
208.93	0.626
209.04	0.635
209.16	0.625
209.27	0.626
209.39	0.616
209.51	0.622
209.62	0.610
209.74	0.606
209.86	0.608
209.97	0.589
210.09	0.603
210.20	0.593
210.32	0.593
210.44	0.586
210.55	0.581
210.67	0.582
210.78	0.579
210.90	0.571
211.02	0.572
211.13	0.572
211.25	0.560
211.36	0.561
211.48	0.556
211.60	0.556
211.71	0.556
211.83	0.544
211.94	0.540
212.06	0.536
212.18	0.526
212.29	0.531
212.41	0.532
212.52	0.524
212.64	0.520
212.76	0.517
212.87	0.518
212.99	0.507
213.10	0.505
213.22	0.502
213.34	0.499
213.45	0.494
213.57	0.491
213.68	0.486
213.80	0.485
213.91	0.477
214.03	0.470
214.15	0.468
214.26	0.468
214.38	0.461
214.49	0.461
214.61	0.454
214.73	0.450
214.84	0.448
214.96	0.437
215.07	0.437
215.19	0.438
215.30	0.429
215.42	0.426
215.54	0.426
215.65	0.419
215.77	0.417
215.88	0.413
216.00	0.409
216.11	0.400
216.23	0.404
216.34	0.396
216.46	0.394
216.58	0.389
216.69	0.381
216.81	0.378
216.92	0.381
217.04	0.371
217.15	0.372
217.27	0.359
217.39	0.359
217.50	0.358
217.62	0.354
217.73	0.354
217.85	0.347
217.96	0.342
218.08	0.339
218.19	0.338
218.31	0.333
218.43	0.332
218.54	0.324
218.66	0.318
218.77	0.317
218.89	0.314
219.00	0.314
219.12	0.307
219.23	0.302
219.35	0.303
219.46	0.301
219.58	0.289
219.70	0.290
219.81	0.281
219.93	0.282
220.04	0.282
220.16	0.275
220.27	0.273
220.39	0.270
220.50	0.267
220.62	0.260
220.73	0.260
220.85	0.254
220.96	0.255
221.08	0.249
221.19	0.250
221.31	0.245
221.42	0.239
221.54	0.236
221.66	0.235
221.77	0.234
221.89	0.226
222.00	0.225
222.12	0.222
222.23	0.221
222.35	0.216
222.46	0.216
222.58	0.211
222.69	0.205
222.81	0.206
222.92	0.200
223.04	0.199
223.15	0.198
223.27	0.194
223.38	0.190
223.50	0.185
223.61	0.186
223.73	0.181
223.84	0.182
223.96	0.180
224.07	0.176
224.19	0.172
224.30	0.172
224.42	0.169
224.53	0.165
224.65	0.165
224.76	0.163
224.88	0.160
224.99	0.158
225.11	0.154
225.22	0.153
225.34	0.146
225.45	0.148
225.57	0.148
225.68	0.143
225.80	0.142
225.91	0.139
226.03	0.138
226.14	0.137
226.26	0.134
226.37	0.132
226.49	0.131
226.60	0.128
226.72	0.126
226.83	0.124
226.95	0.122
227.06	0.120
227.18	0.117
227.29	0.116
227.41	0.118
227.52	0.113
227.64	0.111
227.75	0.111
227.87	0.108
227.98	0.108
228.10	0.105
228.21	0.103
228.33	0.100
228.44	0.102
228.55	0.099
228.67	0.097
228.78	0.097
228.90	0.094
229.01	0.098
229.13	0.093
229.24	0.092
229.36	0.087
229.47	0.087
229.59	0.086
229.70	0.086
229.82	0.084
229.93	0.085
230.05	0.081
230.16	0.083
230.28	0.083
230.39	0.078
230.50	0.078
230.62	0.076
230.73	0.076
230.85	0.076
230.96	0.072
231.08	0.072
231.19	0.071
231.31	0.069
231.42	0.072
231.54	0.068
231.65	0.068
231.76	0.065
231.88	0.066
231.99	0.064
232.11	0.062
232.22	0.064
232.34	0.061
232.45	0.061
232.57	0.061
232.68	0.062
232.79	0.060
232.91	0.059
233.02	0.056
233.14	0.054
233.25	0.056
233.37	0.056
233.48	0.054
233.59	0.054
233.71	0.052
233.82	0.053
233.94	0.051
234.05	0.054
234.17	0.051
234.28	0.051
234.40	0.050
234.51	0.050
234.62	0.050
234.74	0.051
234.85	0.046
234.97	0.046
235.08	0.046
235.20	0.040
235.31	0.043
235.42	0.045
235.54	0.044
235.65	0.043
235.77	0.045
235.88	0.044
235.99	0.043
236.11	0.041
236.22	0.042
236.34	0.042
236.45	0.039
236.57	0.041
236.68	0.040
236.79	0.038
236.91	0.038
237.02	0.037
237.14	0.037
237.25	0.039
237.36	0.035
237.48	0.034
237.59	0.036
237.71	0.035
237.82	0.036
237.93	0.034
238.05	0.036
238.16	0.037
238.28	0.036
238.39	0.034
238.50	0.035
238.62	0.033
238.73	0.033
238.85	0.033
238.96	0.033
239.07	0.034
239.19	0.029
239.30	0.033
239.42	0.033
239.53	0.032
239.64	0.032
239.76	0.033
239.87	0.030
239.99	0.030
240.10	0.028
240.21	0.028
240.33	0.027
240.44	0.031
240.55	0.030
240.67	0.029
240.78	0.031
240.90	0.031
241.01	0.030
241.12	0.030
241.24	0.030
241.35	0.023
241.47	0.028
241.58	0.025
241.69	0.027
241.81	0.029
241.92	0.028
242.03	0.027
242.15	0.026
242.26	0.030
242.37	0.026
242.49	0.027
242.60	0.026
242.72	0.027
242.83	0.026
242.94	0.026
243.06	0.026
243.17	0.023
243.28	0.024
243.40	0.024
243.51	0.024
243.63	0.026
243.74	0.024
243.85	0.026
243.97	0.026
244.08	0.025
244.19	0.027
244.31	0.023
244.42	0.026
244.53	0.025
244.65	0.022
244.76	0.023
244.87	0.023
244.99	0.025
245.10	0.023
245.21	0.021
245.33	0.022
245.44	0.021
245.56	0.023
245.67	0.023
245.78	0.026
245.90	0.026
246.01	0.024
246.12	0.021
246.24	0.021
246.35	0.023
246.46	0.023
246.58	0.026
246.69	0.025
246.80	0.023
246.92	0.020
247.03	0.019
247.14	0.023
247.26	0.020
247.37	0.021
247.48	0.021
247.60	0.022
247.71	0.023
247.82	0.022
247.94	0.022
248.05	0.023
248.16	0.019
248.28	0.021
248.39	0.020
248.50	0.021
248.62	0.022
248.73	0.019
248.84	0.020
248.95	0.023
249.07	0.021
249.18	0.021
249.29	0.020
249.41	0.021
249.52	0.021
249.63	0.017
249.75	0.021
249.86	0.020
249.97	0.021
250.09	0.021
250.20	0.019
250.31	0.019
250.43	0.015
250.54	0.018
250.65	0.019
250.76	0.020
