SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Fri Jul 01 17:41:06 CST 2016
User: lahernandez
Dark Spectrum Present: Yes
Reference Spectrum Present: Yes
Number of Sampled Component Spectra: 1
Spectrometers: MAYP112250
Integration Time (usec): 100000 (MAYP112250)
Spectra Averaged: 10 (MAYP112250)
Boxcar Smoothing: 0 (MAYP112250)
Correct for Electrical Dark: No (MAYP112250)
Strobe/Lamp Enabled: No (MAYP112250)
Correct for Detector Non-linearity: No (MAYP112250)
Correct for Stray Light: No (MAYP112250)
Number of Pixels in Processed Spectrum: 2068
>>>>>Begin Processed Spectral Data<<<<<
189.52	-0.000
189.64	-1.447
189.76	-0.873
189.87	-0.437
189.99	-0.271
190.11	0.509
190.23	0.932
190.34	1.043
190.46	1.088
190.58	1.081
190.70	1.079
190.81	1.053
190.93	1.103
191.05	1.111
191.17	1.104
191.28	1.094
191.40	1.074
191.52	1.022
191.64	1.075
191.75	1.094
191.87	1.091
191.99	1.018
192.11	1.066
192.22	1.041
192.34	0.998
192.46	1.036
192.58	1.023
192.69	1.023
192.81	1.080
192.93	1.022
193.04	1.041
193.16	1.008
193.28	0.989
193.40	0.976
193.51	1.001
193.63	0.985
193.75	1.010
193.87	0.967
193.98	0.993
194.10	0.962
194.22	0.992
194.34	0.989
194.45	0.984
194.57	0.961
194.69	0.949
194.80	0.955
194.92	0.964
195.04	0.989
195.16	0.932
195.27	0.968
195.39	0.937
195.51	0.959
195.62	0.964
195.74	0.943
195.86	0.946
195.98	0.937
196.09	0.942
196.21	0.933
196.33	0.921
196.44	0.937
196.56	0.919
196.68	0.923
196.80	0.917
196.91	0.928
197.03	0.918
197.15	0.900
197.26	0.906
197.38	0.885
197.50	0.910
197.62	0.903
197.73	0.910
197.85	0.901
197.97	0.912
198.08	0.910
198.20	0.884
198.32	0.884
198.43	0.900
198.55	0.886
198.67	0.907
198.79	0.893
198.90	0.884
199.02	0.892
199.14	0.889
199.25	0.890
199.37	0.880
199.49	0.869
199.60	0.887
199.72	0.861
199.84	0.890
199.95	0.895
200.07	0.893
200.19	0.879
200.30	0.869
200.42	0.873
200.54	0.875
200.65	0.870
200.77	0.877
200.89	0.847
201.01	0.849
201.12	0.864
201.24	0.872
201.36	0.861
201.47	0.863
201.59	0.846
201.71	0.843
201.82	0.849
201.94	0.843
202.06	0.867
202.17	0.850
202.29	0.856
202.41	0.838
202.52	0.843
202.64	0.834
202.76	0.834
202.87	0.847
202.99	0.829
203.11	0.829
203.22	0.845
203.34	0.828
203.46	0.831
203.57	0.818
203.69	0.830
203.81	0.834
203.92	0.821
204.04	0.814
204.16	0.835
204.27	0.809
204.39	0.827
204.50	0.811
204.62	0.819
204.74	0.811
204.85	0.812
204.97	0.799
205.09	0.795
205.20	0.797
205.32	0.791
205.44	0.797
205.55	0.785
205.67	0.790
205.79	0.794
205.90	0.786
206.02	0.796
206.14	0.797
206.25	0.788
206.37	0.784
206.48	0.782
206.60	0.787
206.72	0.792
206.83	0.783
206.95	0.774
207.07	0.770
207.18	0.770
207.30	0.758
207.42	0.755
207.53	0.760
207.65	0.755
207.76	0.757
207.88	0.755
208.00	0.759
208.11	0.750
208.23	0.731
208.35	0.744
208.46	0.738
208.58	0.734
208.69	0.730
208.81	0.726
208.93	0.736
209.04	0.731
209.16	0.720
209.27	0.721
209.39	0.711
209.51	0.711
209.62	0.712
209.74	0.695
209.86	0.702
